Date,Open,High,Low,Close,Volume,Spread,RealVolume
2024-01-03 03:00:00+00:00,1.09484,1.09537,1.09439,1.09504,2402,16,0
2024-01-03 04:00:00+00:00,1.0950199999999999,1.09522,1.09477,1.09515,1421,16,0
2024-01-03 05:00:00+00:00,1.09514,1.0961400000000001,1.09479,1.096,1310,16,0
2024-01-03 06:00:00+00:00,1.096,1.09616,1.09579,1.0961400000000001,1067,16,0
2024-01-03 07:00:00+00:00,1.09615,1.09619,1.09503,1.09504,1649,16,0
2024-01-03 08:00:00+00:00,1.09503,1.09598,1.09503,1.09577,1962,16,0
2024-01-03 09:00:00+00:00,1.09574,1.09618,1.09506,1.09594,3434,16,0
2024-01-03 10:00:00+00:00,1.09594,1.09646,1.09494,1.09518,5273,16,0
2024-01-03 11:00:00+00:00,1.09517,1.09554,1.09341,1.09354,4394,16,0
2024-01-03 12:00:00+00:00,1.09354,1.09382,1.09253,1.09272,3453,16,0
2024-01-03 13:00:00+00:00,1.09273,1.09289,1.09147,1.09187,3972,16,0
2024-01-03 14:00:00+00:00,1.09187,1.09312,1.09137,1.09159,4012,16,0
2024-01-03 15:00:00+00:00,1.09158,1.09292,1.09093,1.09206,6628,16,0
2024-01-03 16:00:00+00:00,1.09207,1.09257,1.09091,1.09163,7194,16,0
2024-01-03 17:00:00+00:00,1.0914,1.09377,1.08972,1.09036,11192,16,0
2024-01-03 18:00:00+00:00,1.09037,1.09174,1.09017,1.09073,6572,16,0
2024-01-03 19:00:00+00:00,1.09072,1.09093,1.09024,1.09056,3843,16,0
2024-01-03 20:00:00+00:00,1.09056,1.09139,1.09017,1.09041,4231,16,0
2024-01-03 21:00:00+00:00,1.0904,1.0925,1.08921,1.09168,9817,16,0
2024-01-03 22:00:00+00:00,1.09169,1.09223,1.0914,1.09204,4732,16,0
2024-01-03 23:00:00+00:00,1.09202,1.09227,1.09177,1.09203,1076,16,0
2024-01-04 00:00:00+00:00,1.09203,1.09218,1.09061,1.09199,951,18,0
2024-01-04 01:00:00+00:00,1.09202,1.09265,1.09202,1.0924800000000001,795,16,0
2024-01-04 02:00:00+00:00,1.0924800000000001,1.0925799999999999,1.09185,1.09216,1633,16,0
2024-01-04 03:00:00+00:00,1.09216,1.09233,1.09154,1.09169,2353,16,0
2024-01-04 04:00:00+00:00,1.09169,1.09192,1.09152,1.09187,1467,16,0
2024-01-04 05:00:00+00:00,1.09187,1.09298,1.09187,1.09252,1451,16,0
2024-01-04 06:00:00+00:00,1.09251,1.09277,1.09237,1.0925,1330,16,0
2024-01-04 07:00:00+00:00,1.09251,1.0926,1.09211,1.09257,1862,16,0
2024-01-04 08:00:00+00:00,1.09256,1.09337,1.092,1.09315,2625,16,0
2024-01-04 09:00:00+00:00,1.09317,1.09428,1.09286,1.0937000000000001,4160,16,0
2024-01-04 10:00:00+00:00,1.09367,1.09549,1.09336,1.09524,5888,16,0
2024-01-04 11:00:00+00:00,1.09525,1.09682,1.09443,1.09669,5215,16,0
2024-01-04 12:00:00+00:00,1.09668,1.09714,1.09535,1.09547,4028,16,0
2024-01-04 13:00:00+00:00,1.09547,1.09569,1.09453,1.0947,2645,16,0
2024-01-04 14:00:00+00:00,1.0947,1.09549,1.09459,1.09514,3354,16,0
2024-01-04 15:00:00+00:00,1.09516,1.09543,1.09318,1.09462,7198,16,0
2024-01-04 16:00:00+00:00,1.09461,1.09497,1.09373,1.09444,6779,16,0
2024-01-04 17:00:00+00:00,1.09443,1.09645,1.09443,1.09542,7156,16,0
2024-01-04 18:00:00+00:00,1.09544,1.09628,1.09534,1.09552,5279,16,0
2024-01-04 19:00:00+00:00,1.09552,1.09588,1.0941,1.09495,3074,16,0
2024-01-04 20:00:00+00:00,1.09494,1.09535,1.09452,1.09461,2432,16,0
2024-01-04 21:00:00+00:00,1.09463,1.0949,1.09425,1.0946,1859,16,0
2024-01-04 22:00:00+00:00,1.09462,1.09483,1.09421,1.09483,2580,16,0
2024-01-04 23:00:00+00:00,1.09483,1.0949200000000001,1.09428,1.09429,1769,16,0
2024-01-05 00:00:00+00:00,1.09426,1.09495,1.09398,1.09463,1552,16,0
2024-01-05 01:00:00+00:00,1.0946,1.09478,1.09424,1.09454,619,16,0
2024-01-05 02:00:00+00:00,1.09452,1.09506,1.09434,1.09499,1777,16,0
2024-01-05 03:00:00+00:00,1.09499,1.0955,1.09491,1.09507,3098,16,0
2024-01-05 04:00:00+00:00,1.09507,1.09533,1.09457,1.0946,1969,16,0
2024-01-05 05:00:00+00:00,1.0946,1.09465,1.09382,1.09384,1364,16,0
2024-01-05 06:00:00+00:00,1.09385,1.09404,1.09355,1.09363,1138,16,0
2024-01-05 07:00:00+00:00,1.09362,1.09372,1.09332,1.09365,1754,16,0
2024-01-05 08:00:00+00:00,1.09365,1.09365,1.09238,1.09268,2329,16,0
2024-01-05 09:00:00+00:00,1.09269,1.09325,1.09217,1.09224,3334,16,0
2024-01-05 10:00:00+00:00,1.09223,1.0925,1.09024,1.09068,4524,16,0
2024-01-05 11:00:00+00:00,1.09067,1.09297,1.09018,1.0912,4642,16,0
2024-01-05 12:00:00+00:00,1.09118,1.09129,1.09028,1.09119,3305,16,0
2024-01-05 13:00:00+00:00,1.09115,1.09166,1.09091,1.09132,2730,16,0
2024-01-05 14:00:00+00:00,1.09133,1.092,1.09128,1.09168,3058,16,0
2024-01-05 15:00:00+00:00,1.09169,1.09271,1.08758,1.09201,11827,16,0
2024-01-05 16:00:00+00:00,1.09204,1.0954,1.09204,1.09476,10981,16,0
2024-01-05 17:00:00+00:00,1.09476,1.09975,1.09476,1.09773,13795,16,0
2024-01-05 18:00:00+00:00,1.09774,1.09796,1.09521,1.09551,7847,16,0
2024-01-05 19:00:00+00:00,1.09551,1.09555,1.09421,1.09453,6605,16,0
2024-01-05 20:00:00+00:00,1.09453,1.09555,1.09343,1.09531,4787,16,0
2024-01-05 21:00:00+00:00,1.09531,1.09588,1.09422,1.09443,4518,16,0
2024-01-05 22:00:00+00:00,1.09443,1.09462,1.09349,1.09383,2897,16,0
2024-01-05 23:00:00+00:00,1.09384,1.0941,1.09361,1.09389,1080,16,0
2024-01-08 00:00:00+00:00,1.09385,1.09443,1.09381,1.09436,405,23,0
2024-01-08 01:00:00+00:00,1.09442,1.09442,1.0934,1.09405,845,16,0
2024-01-08 02:00:00+00:00,1.09406,1.09484,1.09392,1.09478,1246,16,0
2024-01-08 03:00:00+00:00,1.09475,1.09521,1.09461,1.0947,1928,16,0
2024-01-08 04:00:00+00:00,1.09471,1.09471,1.09351,1.09361,1531,16,0
2024-01-08 05:00:00+00:00,1.09361,1.09383,1.09305,1.09321,1292,16,0
2024-01-08 06:00:00+00:00,1.09321,1.09362,1.09297,1.09332,1093,16,0
2024-01-08 07:00:00+00:00,1.09331,1.09366,1.09312,1.09364,1458,16,0
2024-01-08 08:00:00+00:00,1.09365,1.09457,1.09354,1.09449,1831,16,0
2024-01-08 09:00:00+00:00,1.0945,1.09513,1.09385,1.09442,3572,16,0
2024-01-08 10:00:00+00:00,1.09443,1.09444,1.09286,1.09329,5785,16,0
2024-01-08 11:00:00+00:00,1.09328,1.09414,1.09216,1.09361,4474,16,0
2024-01-08 12:00:00+00:00,1.09369,1.09426,1.09335,1.09415,4113,16,0
2024-01-08 13:00:00+00:00,1.09415,1.09498,1.09358,1.09371,3934,16,0
2024-01-08 14:00:00+00:00,1.09371,1.09473,1.09364,1.09438,3732,16,0
2024-01-08 15:00:00+00:00,1.09439,1.0955300000000001,1.09417,1.09498,6000,16,0
2024-01-08 16:00:00+00:00,1.09498,1.09617,1.09485,1.09594,6971,16,0
2024-01-08 17:00:00+00:00,1.09594,1.0973600000000001,1.09544,1.09689,5960,16,0
2024-01-08 18:00:00+00:00,1.09688,1.09779,1.09674,1.09745,5251,16,0
2024-01-08 19:00:00+00:00,1.09744,1.0977999999999999,1.09616,1.09637,2728,16,0
2024-01-08 20:00:00+00:00,1.09637,1.09648,1.0948,1.09544,2381,16,0
2024-01-08 21:00:00+00:00,1.09544,1.09619,1.09519,1.09602,2641,16,0
2024-01-08 22:00:00+00:00,1.09602,1.09602,1.09486,1.09538,3036,16,0
2024-01-08 23:00:00+00:00,1.09537,1.09554,1.09486,1.09489,1275,16,0
2024-01-09 00:00:00+00:00,1.09484,1.09542,1.09478,1.09498,1256,16,0
2024-01-09 01:00:00+00:00,1.09499,1.09517,1.09486,1.09487,516,16,0
2024-01-09 02:00:00+00:00,1.09487,1.09585,1.09484,1.09542,2168,16,0
2024-01-09 03:00:00+00:00,1.09541,1.09609,1.09506,1.09605,2859,16,0
2024-01-09 04:00:00+00:00,1.09606,1.09638,1.0959699999999999,1.09618,2032,16,0
2024-01-09 05:00:00+00:00,1.09623,1.09653,1.09599,1.09619,1708,16,0
2024-01-09 06:00:00+00:00,1.0962,1.09622,1.09526,1.09552,1247,16,0
2024-01-09 07:00:00+00:00,1.09552,1.0955300000000001,1.09471,1.09487,1384,16,0
2024-01-09 08:00:00+00:00,1.09488,1.09541,1.09471,1.0949200000000001,2033,16,0
2024-01-09 09:00:00+00:00,1.09493,1.0962,1.09452,1.09555,3473,16,0
2024-01-09 10:00:00+00:00,1.09557,1.09557,1.0937999999999999,1.0949,4780,16,0
2024-01-09 11:00:00+00:00,1.09489,1.09497,1.0937000000000001,1.09432,4058,16,0
2024-01-09 12:00:00+00:00,1.09435,1.09472,1.09316,1.09346,3762,16,0
2024-01-09 13:00:00+00:00,1.09347,1.0935,1.09277,1.09305,3473,16,0
2024-01-09 14:00:00+00:00,1.09305,1.09407,1.09279,1.09397,3906,16,0
2024-01-09 15:00:00+00:00,1.09398,1.0946,1.09322,1.09451,6573,16,0
2024-01-09 16:00:00+00:00,1.09451,1.09505,1.09371,1.09447,6794,16,0
2024-01-09 17:00:00+00:00,1.09449,1.09458,1.09167,1.09168,6462,16,0
2024-01-09 18:00:00+00:00,1.09168,1.09343,1.09095,1.09334,5059,16,0
2024-01-09 19:00:00+00:00,1.09334,1.09383,1.09291,1.09331,3920,16,0
2024-01-09 20:00:00+00:00,1.0933,1.09391,1.09214,1.09232,4160,16,0
2024-01-09 21:00:00+00:00,1.09233,1.09277,1.09191,1.09242,3095,16,0
2024-01-09 22:00:00+00:00,1.09244,1.09287,1.0924,1.0927,3400,16,0
2024-01-09 23:00:00+00:00,1.09271,1.09305,1.09266,1.09296,1361,16,0
2024-01-10 00:00:00+00:00,1.09294,1.09294,1.09241,1.09281,778,20,0
2024-01-10 01:00:00+00:00,1.09282,1.09318,1.09275,1.09307,431,16,0
2024-01-10 02:00:00+00:00,1.09305,1.09354,1.09282,1.09298,1769,16,0
2024-01-10 03:00:00+00:00,1.09298,1.09325,1.09252,1.09312,1730,16,0
2024-01-10 04:00:00+00:00,1.09314,1.09349,1.09307,1.09328,1534,16,0
2024-01-10 05:00:00+00:00,1.09328,1.09351,1.09268,1.09283,1532,16,0
2024-01-10 06:00:00+00:00,1.09281,1.0932,1.09279,1.09311,928,16,0
2024-01-10 07:00:00+00:00,1.09312,1.09332,1.09296,1.09313,1224,16,0
2024-01-10 08:00:00+00:00,1.09312,1.09325,1.09227,1.09237,1960,16,0
2024-01-10 09:00:00+00:00,1.09242,1.09444,1.09237,1.09252,4147,16,0
2024-01-10 10:00:00+00:00,1.09253,1.0944,1.09218,1.09425,4782,16,0
2024-01-10 11:00:00+00:00,1.09424,1.09511,1.09407,1.09463,3329,16,0
2024-01-10 12:00:00+00:00,1.09462,1.09539,1.09442,1.09483,2984,16,0
2024-01-10 13:00:00+00:00,1.09484,1.09545,1.09408,1.09451,2643,16,0
2024-01-10 14:00:00+00:00,1.0945,1.09496,1.09423,1.0943,2695,16,0
2024-01-10 15:00:00+00:00,1.0943,1.09509,1.09396,1.09397,4074,16,0
2024-01-10 16:00:00+00:00,1.09396,1.09408,1.09311,1.09391,4465,16,0
2024-01-10 17:00:00+00:00,1.09389,1.09682,1.09347,1.09665,5506,16,0
2024-01-10 18:00:00+00:00,1.09667,1.09682,1.09514,1.09582,4080,16,0
2024-01-10 19:00:00+00:00,1.09582,1.09672,1.09572,1.09662,2926,16,0
2024-01-10 20:00:00+00:00,1.09661,1.09689,1.09585,1.09686,2852,16,0
2024-01-10 21:00:00+00:00,1.09687,1.09699,1.09659,1.09694,2612,16,0
2024-01-10 22:00:00+00:00,1.09694,1.0971899999999999,1.09605,1.09646,3538,16,0
2024-01-10 23:00:00+00:00,1.09644,1.0972,1.09639,1.09712,1960,16,0
2024-01-11 00:00:00+00:00,1.0971,1.09717,1.09625,1.09716,805,17,0
2024-01-11 01:00:00+00:00,1.09714,1.09738,1.09699,1.09732,476,18,0
2024-01-11 02:00:00+00:00,1.09733,1.09778,1.0972,1.09768,1587,16,0
2024-01-11 03:00:00+00:00,1.09769,1.09793,1.09741,1.09779,2240,16,0
2024-01-11 04:00:00+00:00,1.09779,1.09839,1.09761,1.09772,2045,16,0
2024-01-11 05:00:00+00:00,1.09772,1.09802,1.09763,1.09793,1112,16,0
2024-01-11 06:00:00+00:00,1.09793,1.09819,1.09766,1.09768,1023,16,0
2024-01-11 07:00:00+00:00,1.09768,1.09804,1.09748,1.09774,1667,16,0
2024-01-11 08:00:00+00:00,1.09774,1.09877,1.09735,1.09848,1843,16,0
2024-01-11 09:00:00+00:00,1.09851,1.0985800000000001,1.09765,1.0977999999999999,2484,16,0
2024-01-11 10:00:00+00:00,1.09781,1.09805,1.09708,1.09742,4023,16,0
2024-01-11 11:00:00+00:00,1.09741,1.09743,1.0958,1.0963,4029,16,0
2024-01-11 12:00:00+00:00,1.09629,1.09689,1.09577,1.0968,3592,16,0
2024-01-11 13:00:00+00:00,1.09679,1.09815,1.09666,1.09778,3643,16,0
2024-01-11 14:00:00+00:00,1.0977999999999999,1.09896,1.09754,1.09829,3380,16,0
2024-01-11 15:00:00+00:00,1.09828,1.09977,1.09346,1.09385,12696,16,0
2024-01-11 16:00:00+00:00,1.09388,1.09728,1.09306,1.09534,13025,16,0
2024-01-11 17:00:00+00:00,1.09532,1.0962,1.09294,1.09454,11150,16,0
2024-01-11 18:00:00+00:00,1.09456,1.09564,1.09358,1.09413,8587,16,0
2024-01-11 19:00:00+00:00,1.09413,1.09536,1.09405,1.095,6625,16,0
2024-01-11 20:00:00+00:00,1.09498,1.09651,1.09488,1.09638,4830,16,0
2024-01-11 21:00:00+00:00,1.09639,1.0982,1.09638,1.09811,4625,16,0
2024-01-11 22:00:00+00:00,1.09812,1.09816,1.09552,1.09705,5165,16,0
2024-01-11 23:00:00+00:00,1.09704,1.09741,1.09692,1.09706,2377,17,0
2024-01-12 00:00:00+00:00,1.09705,1.09733,1.09626,1.09717,935,21,0
2024-01-12 01:00:00+00:00,1.09712,1.09815,1.09686,1.09813,966,17,0
2024-01-12 02:00:00+00:00,1.09814,1.09837,1.09733,1.09747,1887,16,0
2024-01-12 03:00:00+00:00,1.09747,1.09833,1.09716,1.09817,2080,16,0
2024-01-12 04:00:00+00:00,1.09817,1.09843,1.09772,1.09787,1874,16,0
2024-01-12 05:00:00+00:00,1.09786,1.09818,1.09761,1.09767,907,16,0
2024-01-12 06:00:00+00:00,1.09766,1.09766,1.09722,1.09746,1091,17,0
2024-01-12 07:00:00+00:00,1.09746,1.09794,1.09728,1.09746,1594,16,0
2024-01-12 08:00:00+00:00,1.09747,1.09778,1.09721,1.09742,1331,16,0
2024-01-12 09:00:00+00:00,1.09743,1.0977,1.096,1.09657,3686,16,0
2024-01-12 10:00:00+00:00,1.09654,1.09819,1.09641,1.09742,4743,16,0
2024-01-12 11:00:00+00:00,1.09743,1.0979,1.09602,1.09616,4037,16,0
2024-01-12 12:00:00+00:00,1.09617,1.09632,1.0956,1.0959,3584,16,0
2024-01-12 13:00:00+00:00,1.09591,1.09612,1.09457,1.09487,3158,16,0
2024-01-12 14:00:00+00:00,1.09487,1.0951,1.09361,1.09368,3426,16,0
2024-01-12 15:00:00+00:00,1.09369,1.09686,1.0935,1.09543,9746,16,0
2024-01-12 16:00:00+00:00,1.09543,1.0984,1.09518,1.09747,9502,16,0
2024-01-12 17:00:00+00:00,1.09748,1.09861,1.0961400000000001,1.09654,8033,16,0
2024-01-12 18:00:00+00:00,1.09655,1.09729,1.09573,1.09574,6257,16,0
2024-01-12 19:00:00+00:00,1.09572,1.09579,1.0946,1.09486,4376,16,0
2024-01-12 20:00:00+00:00,1.09485,1.09588,1.0948,1.09584,3111,16,0
2024-01-12 21:00:00+00:00,1.09584,1.09626,1.09526,1.09551,2812,16,0
2024-01-12 22:00:00+00:00,1.0955,1.09555,1.09496,1.09503,3183,16,0
2024-01-12 23:00:00+00:00,1.09503,1.09516,1.0947,1.09485,1774,19,0
2024-01-15 00:00:00+00:00,1.09462,1.09496,1.09432,1.09483,1070,26,0
2024-01-15 01:00:00+00:00,1.09483,1.09484,1.0943100000000001,1.0944099999999999,616,16,0
2024-01-15 02:00:00+00:00,1.09442,1.09534,1.09402,1.09525,1983,16,0
2024-01-15 03:00:00+00:00,1.09525,1.0955300000000001,1.09485,1.09538,2381,16,0
2024-01-15 04:00:00+00:00,1.09539,1.09646,1.09539,1.0964,1576,16,0
2024-01-15 05:00:00+00:00,1.09639,1.09666,1.09625,1.09633,1376,16,0
2024-01-15 06:00:00+00:00,1.09633,1.09635,1.09577,1.09619,1037,16,0
2024-01-15 07:00:00+00:00,1.09618,1.09649,1.09598,1.09631,879,16,0
2024-01-15 08:00:00+00:00,1.0963,1.09656,1.09615,1.0963,1357,16,0
2024-01-15 09:00:00+00:00,1.09627,1.09652,1.09506,1.09525,3026,16,0
2024-01-15 10:00:00+00:00,1.09531,1.09643,1.09529,1.09571,3989,16,0
2024-01-15 11:00:00+00:00,1.09571,1.0958,1.09422,1.09458,3571,16,0
2024-01-15 12:00:00+00:00,1.09457,1.09459,1.09326,1.09392,3548,16,0
2024-01-15 13:00:00+00:00,1.0939,1.09481,1.0939,1.09445,2680,16,0
2024-01-15 14:00:00+00:00,1.09443,1.0958,1.09429,1.09529,3861,16,0
2024-01-15 15:00:00+00:00,1.09528,1.09533,1.09434,1.09496,3673,16,0
2024-01-15 16:00:00+00:00,1.09497,1.0951,1.09376,1.09424,3876,16,0
2024-01-15 17:00:00+00:00,1.09424,1.09499,1.09372,1.09488,3456,16,0
2024-01-15 18:00:00+00:00,1.09489,1.09514,1.09456,1.09464,2347,16,0
2024-01-15 19:00:00+00:00,1.09464,1.09515,1.09452,1.09471,997,16,0
2024-01-15 20:00:00+00:00,1.09472,1.09518,1.09467,1.09518,465,17,0
2024-01-15 21:00:00+00:00,1.09517,1.09526,1.09488,1.09496,515,17,0
2024-01-15 22:00:00+00:00,1.09497,1.09509,1.09482,1.09509,493,17,0
2024-01-15 23:00:00+00:00,1.09508,1.09508,1.09474,1.09474,359,18,0
2024-01-16 00:00:00+00:00,1.09478,1.09496,1.09436,1.09485,860,18,0
2024-01-16 01:00:00+00:00,1.09484,1.095,1.09437,1.0944,784,17,0
2024-01-16 02:00:00+00:00,1.0944,1.09452,1.09181,1.09187,2461,16,0
2024-01-16 03:00:00+00:00,1.09186,1.09307,1.09146,1.09266,4064,16,0
2024-01-16 04:00:00+00:00,1.09266,1.09267,1.09206,1.09229,2168,16,0
2024-01-16 05:00:00+00:00,1.09229,1.09244,1.09152,1.0918,1599,16,0
2024-01-16 06:00:00+00:00,1.09179,1.09191,1.09124,1.09165,1316,16,0
2024-01-16 07:00:00+00:00,1.09166,1.09176,1.09115,1.09144,1830,16,0
2024-01-16 08:00:00+00:00,1.09142,1.09205,1.09118,1.09163,2327,16,0
2024-01-16 09:00:00+00:00,1.09169,1.0925799999999999,1.09076,1.09176,4339,16,0
2024-01-16 10:00:00+00:00,1.09175,1.09225,1.08936,1.09038,7496,16,0
2024-01-16 11:00:00+00:00,1.09029,1.0903100000000001,1.08829,1.08851,5648,16,0
2024-01-16 12:00:00+00:00,1.08852,1.08885,1.08784,1.08803,4122,16,0
2024-01-16 13:00:00+00:00,1.08801,1.08937,1.0873,1.08915,3889,16,0
2024-01-16 14:00:00+00:00,1.08914,1.08924,1.08828,1.08853,3693,16,0
2024-01-16 15:00:00+00:00,1.08853,1.08971,1.08707,1.08732,8543,16,0
2024-01-16 16:00:00+00:00,1.08731,1.08883,1.08657,1.08716,8592,16,0
2024-01-16 17:00:00+00:00,1.08717,1.08873,1.08648,1.0884800000000001,6653,16,0
2024-01-16 18:00:00+00:00,1.08849,1.08938,1.08611,1.088,11637,16,0
2024-01-16 19:00:00+00:00,1.08801,1.08819,1.08619,1.08621,5484,16,0
2024-01-16 20:00:00+00:00,1.08622,1.08762,1.08619,1.08691,3650,16,0
2024-01-16 21:00:00+00:00,1.08692,1.08737,1.08669,1.08727,2561,16,0
2024-01-16 22:00:00+00:00,1.08727,1.08749,1.08692,1.08705,2582,16,0
2024-01-16 23:00:00+00:00,1.08708,1.08766,1.08705,1.08741,860,16,0
2024-01-17 00:00:00+00:00,1.08734,1.08767,1.08679,1.08744,1289,23,0
2024-01-17 01:00:00+00:00,1.08745,1.08776,1.08732,1.08775,467,18,0
2024-01-17 02:00:00+00:00,1.08775,1.08778,1.08714,1.0877,1544,16,0
2024-01-17 03:00:00+00:00,1.0877,1.08813,1.08724,1.08763,2958,16,0
2024-01-17 04:00:00+00:00,1.08764,1.08835,1.08729,1.08739,1829,16,0
2024-01-17 05:00:00+00:00,1.08738,1.08738,1.08641,1.08654,2181,16,0
2024-01-17 06:00:00+00:00,1.08654,1.08701,1.08638,1.08699,1098,16,0
2024-01-17 07:00:00+00:00,1.08698,1.08711,1.08599,1.08638,1927,16,0
2024-01-17 08:00:00+00:00,1.08638,1.08639,1.08545,1.08613,2943,16,0
2024-01-17 09:00:00+00:00,1.08613,1.08729,1.08578,1.08694,5417,16,0
2024-01-17 10:00:00+00:00,1.08693,1.08807,1.08653,1.08658,5566,16,0
2024-01-17 11:00:00+00:00,1.08658,1.08778,1.08601,1.08757,4683,16,0
2024-01-17 12:00:00+00:00,1.08753,1.08829,1.08662,1.08707,4457,16,0
2024-01-17 13:00:00+00:00,1.08712,1.08823,1.08689,1.08776,3657,16,0
2024-01-17 14:00:00+00:00,1.08776,1.08804,1.08685,1.08735,3453,16,0
2024-01-17 15:00:00+00:00,1.0873599999999999,1.08778,1.08504,1.08629,8401,16,0
2024-01-17 16:00:00+00:00,1.0863,1.08694,1.08468,1.08479,7674,16,0
2024-01-17 17:00:00+00:00,1.08478,1.087,1.08436,1.08481,8098,16,0
2024-01-17 18:00:00+00:00,1.08481,1.08637,1.08468,1.08564,5771,16,0
2024-01-17 19:00:00+00:00,1.08563,1.08691,1.08558,1.0866,4130,16,0
2024-01-17 20:00:00+00:00,1.08662,1.0866500000000001,1.08554,1.08648,4280,16,0
2024-01-17 21:00:00+00:00,1.08649,1.08779,1.08648,1.0873,3576,16,0
2024-01-17 22:00:00+00:00,1.08729,1.08811,1.08694,1.088,2556,16,0
2024-01-17 23:00:00+00:00,1.088,1.08818,1.08799,1.08813,1166,17,0
2024-01-18 00:00:00+00:00,1.08811,1.08827,1.08771,1.08808,1014,20,0
2024-01-18 01:00:00+00:00,1.08808,1.08851,1.08799,1.08851,615,18,0
2024-01-18 02:00:00+00:00,1.08852,1.08934,1.08793,1.08929,1855,16,0
2024-01-18 03:00:00+00:00,1.0893,1.08999,1.08915,1.08952,3730,16,0
2024-01-18 04:00:00+00:00,1.08951,1.0902,1.08921,1.08925,2080,16,0
2024-01-18 05:00:00+00:00,1.08924,1.08971,1.08896,1.08946,1869,16,0
2024-01-18 06:00:00+00:00,1.08945,1.08954,1.08902,1.08933,1411,16,0
2024-01-18 07:00:00+00:00,1.08932,1.0895299999999999,1.08895,1.0894,1976,16,0
2024-01-18 08:00:00+00:00,1.0894,1.09058,1.08937,1.0903100000000001,2552,16,0
2024-01-18 09:00:00+00:00,1.09029,1.09054,1.08854,1.08872,3370,16,0
2024-01-18 10:00:00+00:00,1.08872,1.08882,1.08766,1.0879,4748,16,0
2024-01-18 11:00:00+00:00,1.08788,1.08985,1.08757,1.08837,4519,16,0
2024-01-18 12:00:00+00:00,1.08836,1.0895,1.0882,1.0894,3474,16,0
2024-01-18 13:00:00+00:00,1.0894,1.08945,1.08838,1.08882,3152,16,0
2024-01-18 14:00:00+00:00,1.08882,1.0893,1.08737,1.08765,3567,16,0
2024-01-18 15:00:00+00:00,1.08766,1.08767,1.08495,1.08515,8687,16,0
2024-01-18 16:00:00+00:00,1.08516,1.0868,1.08483,1.08586,9480,16,0
2024-01-18 17:00:00+00:00,1.08586,1.08672,1.08458,1.08511,8415,16,0
2024-01-18 18:00:00+00:00,1.08511,1.08692,1.08495,1.08609,5321,16,0
2024-01-18 19:00:00+00:00,1.08608,1.08635,1.0849199999999999,1.08587,4243,16,0
2024-01-18 20:00:00+00:00,1.08583,1.08648,1.08533,1.08628,4275,16,0
2024-01-18 21:00:00+00:00,1.08628,1.08683,1.08593,1.08609,3376,16,0
2024-01-18 22:00:00+00:00,1.08609,1.08684,1.08597,1.08681,3625,16,0
2024-01-18 23:00:00+00:00,1.0868,1.08764,1.08673,1.08743,1675,17,0
2024-01-19 00:00:00+00:00,1.08745,1.08755,1.0864,1.08721,1599,22,0
2024-01-19 01:00:00+00:00,1.08723,1.08794,1.08723,1.08789,765,17,0
